4.0371 	WARNING 	Requested an unavailable screen number - using first available.
4.0386 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [800, 600]. Using actual size
5.1112 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

5.1128 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([1., 1., 1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f7bda58a5b0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f7b8ae4fd90>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.1132 	EXP 	window1: mouseVisible = True
5.1138 	EXP 	window1: mouseVisible = False
5.1139 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
5.1139 	EXP 	window1: recordFrameIntervals = False
5.1942 	EXP 	window1: recordFrameIntervals = True
6.0298 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

7.4662 	EXP 	Created text_start = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_start', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Press 2 when you are ready to begin.', units='height', win=Window(...), wrapWidth=1)
7.4666 	EXP 	Created text2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.4721 	EXP 	Created cue_file1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cue_file1', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.4746 	EXP 	Created image_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_1', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.4768 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.4793 	EXP 	Created sound_icon1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='sound_icon1', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.6118 	EXP 	Sound sound_1 set volume 1.000
7.6155 	EXP 	Created sound_icon2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='sound_icon2', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.6161 	EXP 	Sound sound_2 set volume 1.000
7.6844 	EXP 	Created image_blank_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='stimulus/viswhere_stim/blank_white.png', interpolate=True, mask=None, maskParams=None, name='image_blank_1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0., 0.]), texRes=128.0, units='height', win=Window(...))
7.6863 	EXP 	Created fixation_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='x', units='height', win=Window(...), wrapWidth=1)
7.6894 	EXP 	Created cue_file2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cue_file2', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.6921 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.6947 	EXP 	Created image_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_4', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.6973 	EXP 	Created sound_icon3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='sound_icon3', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.6978 	EXP 	Sound sound_3 set volume 1.000
7.7005 	EXP 	Created sound_icon4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-8.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='sound_icon4', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.7008 	EXP 	Sound sound_4 set volume 1.000
7.7032 	EXP 	Created response_yes = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='response_yes', opacity=0.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.7055 	EXP 	Created response_no = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-11.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='response_no', opacity=0.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
7.7641 	EXP 	Created iti_blank = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-12.0, flipHoriz=False, flipVert=False, image='stimulus/viswhere_stim/blank_white.png', interpolate=True, mask=None, maskParams=None, name='iti_blank', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
7.7682 	WARNING 	t of last frame was 1738.65ms (=1/0)
7.7682 	EXP 	text_start: autoDraw = True
9.5732 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
9.5734 	EXP 	New trial (rep=0, index=0): None
9.5772 	DATA 	Keypress: 2
9.5798 	WARNING 	t of last frame was 21.38ms (=1/46)
9.5798 	EXP 	text_start: autoDraw = False
9.5798 	EXP 	text2: height = 0.05
9.5798 	EXP 	text2: height = 0.05
9.5798 	EXP 	text2: height = 0.05
9.5798 	EXP 	text2: text = 'X'
9.5798 	EXP 	text2: autoDraw = True
49.7157 	EXP 	New trial (rep=1, index=0): None
49.7187 	DATA 	Keypress: 5
49.7203 	EXP 	text2: autoDraw = False
49.7203 	EXP 	text2: text = 'X'
49.7203 	EXP 	text2: autoDraw = True
51.7205 	EXP 	New trial (rep=2, index=0): None
51.7269 	DATA 	Keypress: 5
51.7284 	EXP 	text2: autoDraw = False
51.7284 	EXP 	text2: text = 'X'
51.7284 	EXP 	text2: autoDraw = True
53.7117 	EXP 	New trial (rep=3, index=0): None
53.7132 	DATA 	Keypress: 5
53.7221 	EXP 	text2: autoDraw = False
53.7221 	EXP 	text2: text = 'X'
53.7221 	EXP 	text2: autoDraw = True
55.7425 	EXP 	Imported What-B_AC.csv as conditions, 65 conditions, 44 params
55.7429 	EXP 	Created sequence: sequential, trialTypes=65, nReps=1, seed=None
55.7433 	EXP 	New trial (rep=0, index=0): OrderedDict([('Trial', 0), ('Order', 0.0), ('Block', None), ('Type', 'fixation'), ('Stimuli_File1', 'stimulus/viswhat_stim/blank_white.png'), ('Stimuli_File2', 'stimulus/viswhat_stim/blank_white.png'), ('Stimuli_File3', 'stimulus/audwhat_stim/blank_white.png'), ('Stimuli_File4', 'stimulus/audwhat_stim/blank_white.png'), ('Cue_File1', 'stimulus/viswhat_stim/blank_white.png'), ('Cue_File2', 'stimulus/viswhat_stim/blank_white.png'), ('Response_File_Yes', 'stimulus/viswhat_stim/blank_white.png'), ('Response_File_No', 'stimulus/viswhat_stim/blank_white.png'), ('Match', 0.0), ('Cue_Dimension', 0.0), ('Pair1_Dimension', 0.0), ('Pair2_Dimension', 0.0), ('Key', 0), ('Cue1_Duration', 0.0), ('Cue1_Onset', 0), ('Cue2_Duration', 0.0), ('Cue2_Onset', 0), ('ResponseYes_Duration', 0.0), ('ResponseYes_Onset', 0), ('ResponseNo_Duration', 0.0), ('ResponseNo_Onset', 0), ('ITI_Within', 0.0), ('ITI_Between', 0.0), ('Image1_Duration', 0), ('Image1_Onset', 0.0), ('Image2_Duration', 0), ('Image2_Onset', 0.0), ('Image3_Duration', 0), ('Image3_Onset', 0.0), ('Image4_Duration', 0), ('Image4_Onset', 0.0), ('Sound1_Duration', 0), ('Sound1_Onset', 0.0), ('Sound2_Duration', 0), ('Sound2_Onset', 0.0), ('Sound3_Duration', 0), ('Sound3_Onset', 0.0), ('Sound4_Duration', 0), ('Sound4_Onset', 0.0), ('Fixation_Duration', 16)])
55.8109 	EXP 	Sound sound_1 started
55.7986 	EXP 	Sound sound_1 stopped
55.8109 	EXP 	Sound sound_2 started
55.7990 	EXP 	Sound sound_2 stopped
55.9109 	EXP 	Sound sound_3 started
55.9002 	EXP 	Sound sound_3 stopped
55.9109 	EXP 	Sound sound_4 started
55.9005 	EXP 	Sound sound_4 stopped
55.9022 	DATA 	Keypress: 5
55.9045 	WARNING 	t of last frame was 193.59ms (=1/5)
55.9045 	EXP 	text2: autoDraw = False
55.9045 	EXP 	cue_file1: ori = 0.0
55.9045 	EXP 	cue_file1: image = 'stimulus/viswhat_stim/blank_white.png'
55.9045 	EXP 	image_1: ori = 0.0
55.9045 	EXP 	image_1: image = 'stimulus/viswhat_stim/blank_white.png'
55.9045 	EXP 	image_2: ori = 0.0
55.9045 	EXP 	image_2: image = 'stimulus/viswhat_stim/blank_white.png'
55.9045 	EXP 	sound_icon1: ori = 0.0
55.9045 	EXP 	sound_icon1: image = 'stimulus/audwhere_stim/sound_icon.png'
55.9045 	EXP 	sound_icon2: ori = 0.0
55.9045 	EXP 	sound_icon2: image = 'stimulus/audwhere_stim/sound_icon.png'
55.9045 	EXP 	cue_file1: autoDraw = True
55.9045 	EXP 	cue_file1: autoDraw = False
55.9045 	EXP 	image_1: autoDraw = True
55.9045 	EXP 	image_1: autoDraw = False
55.9045 	EXP 	image_2: autoDraw = True
55.9045 	EXP 	image_2: autoDraw = False
55.9045 	EXP 	sound_icon1: autoDraw = True
55.9045 	EXP 	sound_icon1: autoDraw = False
55.9045 	EXP 	sound_icon2: autoDraw = True
55.9045 	EXP 	sound_icon2: autoDraw = False
55.9045 	EXP 	cue_file1: autoDraw = False
55.9045 	EXP 	image_1: autoDraw = False
55.9045 	EXP 	image_2: autoDraw = False
55.9045 	EXP 	sound_icon1: autoDraw = False
55.9045 	EXP 	sound_icon2: autoDraw = False
55.9045 	EXP 	image_blank_1: autoDraw = True
55.9045 	EXP 	image_blank_1: autoDraw = False
55.9045 	EXP 	image_blank_1: autoDraw = False
55.9045 	EXP 	cue_file2: ori = 0.0
55.9045 	EXP 	cue_file2: image = 'stimulus/viswhat_stim/blank_white.png'
55.9045 	EXP 	image_3: ori = 0.0
55.9045 	EXP 	image_3: image = 'stimulus/audwhat_stim/blank_white.png'
55.9045 	EXP 	image_4: ori = 0.0
55.9045 	EXP 	image_4: image = 'stimulus/audwhat_stim/blank_white.png'
55.9045 	EXP 	sound_icon3: ori = 0.0
55.9045 	EXP 	sound_icon3: image = 'stimulus/audwhere_stim/sound_icon.png'
55.9045 	EXP 	sound_icon4: ori = 0.0
